,Metric,Value,"[theta,neighbour]"
0,WEAT,0.11672115829574795,"[0.05, 100]"
1,WEATES,0.5560032518183722,"[0.05, 100]"
2,ECT,0.7014360631038065,"[0.05, 100]"
3,RNSB,0.04196745019523863,"[0.05, 100]"
4,RND,0.02300897411723853,"[0.05, 100]"
5,RIPA,0.018120892345905304,"[0.05, 100]"
0,WEAT,0.1090346464592877,"[0.1, 100]"
1,WEATES,0.6100163270819118,"[0.1, 100]"
2,ECT,0.7644338028625625,"[0.1, 100]"
3,RNSB,0.04126488676497751,"[0.1, 100]"
4,RND,0.02054765065689812,"[0.1, 100]"
5,RIPA,0.01655290648341179,"[0.1, 100]"
0,WEAT,0.07509480338748162,"[0.02, 200]"
1,WEATES,0.5518577153160663,"[0.02, 200]"
2,ECT,0.7882818032208624,"[0.02, 200]"
3,RNSB,0.020911677247660205,"[0.02, 200]"
4,RND,0.022605920794252336,"[0.02, 200]"
5,RIPA,0.01448091957718134,"[0.02, 200]"
0,WEAT,0.10385105517884381,"[0.05, 200]"
1,WEATES,0.5305936788860074,"[0.05, 200]"
2,ECT,0.6758864457294003,"[0.05, 200]"
3,RNSB,0.03748245438329151,"[0.05, 200]"
4,RND,0.021582691631704204,"[0.05, 200]"
5,RIPA,0.016107257455587387,"[0.05, 200]"
0,WEAT,0.11488543071355507,"[0.1, 200]"
1,WEATES,0.6135299106342289,"[0.1, 200]"
2,ECT,0.7705881043492359,"[0.1, 200]"
3,RNSB,0.04193504517840889,"[0.1, 200]"
4,RND,0.021719632534502497,"[0.1, 200]"
5,RIPA,0.016068823635578156,"[0.1, 200]"
